alpha,mean_train_score,mean_test_score,std_train_score,std_test_score
1,0.02979852174069859,0.029817319756226125,0.003946625440409319,0.007869725362768237
3,0.02979852174069859,0.029817319756226125,0.003946625440409319,0.007869725362768237
