ColumnName,abs_coef_mean_xgb,abs_coef_mean_lasso,coef_boruta,coef_sum
ExterCond_Poor,0.0004507888805409466,0.0026196409175132575,0.07441860465116279,0.154978068898434
RoofStyle_Shed,0.00015026296018031557,0.0006069899686920963,0.037209302325581395,0.07593311050890761
HeatingQC_Poor,0.00015026296018031557,0.0,0.009302325581395321,0.018905177083151273
Condition1_Within 200 of North-South Railroad,0.00015026296018031557,0.00015973420228739378,0.032558139534883734,0.0657362733947029
GarageCond_Excellent,0.0,0.0008306178518944475,0.0,0.001661235703788895
Condition1_Within 200 of East-West Railroad,0.0,0.0,0.0046511627906976605,0.009302325581395321
GarageCond_No Garage,0.0,0.003258577726662833,0.6,1.2065171554533256
OverallCond_Very Poor,0.0,0.00031946840457478757,0.041860465116279055,0.08435986704170768
Neighborhood_Bluestem,0.0,0.0,0.032558139534883734,0.06511627906976747
GarageType_No Garage,0.0,0.00047920260686218125,0.6186046511627907,1.2381677075393058
GarageFinish_No Garage,0.0,0.0009584052137243625,0.5720930232558139,1.1461028569390765
FireplaceQu_No Fireplace,0.0,0.027154814388856943,1.0,2.054309628777714
CentralAir_Yes,0.0,0.0,1.0,2.0
BsmtQual_No Basement,0.0,6.389368091495751e-05,0.27441860465116275,0.5489649966641554
BsmtFinType2_No Basement,0.0,0.005399016037313909,0.32558139534883723,0.6619608227723023
BsmtFinType1_No Basement,0.0,3.1946840457478754e-05,0.3162790697674419,0.6326220332157988
BsmtCond_No Basement,0.0,0.00012778736182991502,0.3023255813953488,0.6049067375143574
Street_Paved,0.0,0.0,0.19069767441860463,0.38139534883720927
